path	language	class	owner	dependency_direction
packages/agent/src/domains/mod.rs	rust	facade	rust:domains	callers may depend on this narrow owner-approved surface only
packages/agent/src/domains/model/contract.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/deps.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/handlers.rs	rust	implementation	rust:domain-model	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/model/mod.rs	rust	facade	rust:domain-model	callers may depend on this narrow owner-approved surface only
packages/agent/src/domains/model/protocol/capability_parsing.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/protocol/id_remapping.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/protocol/mod.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/anthropic/cache_pruning.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/anthropic/message_converter/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/anthropic/message_converter/tests.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/anthropic/message_sanitizer.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/anthropic/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/anthropic/provider/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/anthropic/provider/tests.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/anthropic/stream_handler/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/anthropic/stream_handler/tests.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/anthropic/types/catalog.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/anthropic/types/mod.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/anthropic/types/stream.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/anthropic/types/tests.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/factory/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/factory/tests.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/google/message_converter.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/google/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/google/provider/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/google/provider/tests.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/google/stream_handler.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/google/types/mod.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/google/types/models.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/google/types/tests.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/kimi/message_converter.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/kimi/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/kimi/provider.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/kimi/stream_handler/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/kimi/stream_handler/tests.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/kimi/types.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/minimax/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/minimax/provider.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/minimax/types.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/ollama/message_converter/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/ollama/message_converter/tests.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/ollama/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/ollama/provider.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/ollama/stream_handler/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/ollama/stream_handler/tests.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/ollama/types.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/openai/message_converter/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/openai/message_converter/tests.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/openai/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/openai/provider/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/openai/provider/tests/mod.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/openai/provider/tests/request.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/openai/stream_handler/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/openai/stream_handler/tests.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/openai/types/config.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/openai/types/mod.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/openai/types/models/catalog/frontier.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/openai/types/models/catalog/mod.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/openai/types/models/catalog/retired.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/openai/types/models/catalog/specialized.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/openai/types/models/catalog/standard.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/openai/types/models/mod.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/openai/types/responses.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/openai/types/tests.rs	rust	test-support	rust:domain-model	test-only helper; production code must not depend on it
packages/agent/src/domains/model/providers/shared/context_composition.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/shared/error_parsing.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/shared/health.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/shared/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/shared/provider.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/providers/shared/retry.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/shared/sse.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/shared/stream_common/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/providers/shared/stream_pipeline.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/responder/mod.rs	rust	facade	rust:domain-model	callers may depend on this narrow owner-approved surface only
packages/agent/src/domains/model/tokens/errors.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/tokens/mod.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/tokens/normalization.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/tokens/pricing.rs	rust	adapter	rust:domain-model	may depend inward on contracts and outward on one concrete external backend only
packages/agent/src/domains/model/tokens/types.rs	rust	contract	rust:domain-model	may be shared across the owning boundary without concrete implementation imports
packages/agent/src/domains/model/routing/catalog.rs	rust	implementation	rust:domain-model	owner-private; callers must enter through the owner facade or contract
packages/agent/src/domains/model/routing/mod.rs	rust	facade	rust:domain-model	callers may depend on this narrow owner-approved surface only
packages/agent/src/domains/model/routing/models/mod.rs	rust	facade	rust:domain-model	callers may depend on this narrow owner-approved surface only
