id	surface	family	owner	audience	replacementClass	agentDefaultVisibility	purpose	effect	risk	authorityBoundary	evidenceBoundary	minimalityDecision	evolutionPath	nextAction	notes
capability_route_event_inspect	agent_operation	capability_binding	domains::capability::operations::capability_binding + domains::capability_binding::route	governance	kernel_evolution_only	search_visible	agent_governs_future_capability_replacement	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	runtime_route_governance_pipeline
capability_route_event_list	agent_operation	capability_binding	domains::capability::operations::capability_binding + domains::capability_binding::route	governance	kernel_evolution_only	search_visible	agent_governs_future_capability_replacement	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	runtime_route_governance_pipeline
capability_route_rollback	agent_operation	capability_binding	domains::capability::operations::capability_binding + domains::capability_binding::route	governance	kernel_evolution_only	search_visible	agent_governs_future_capability_replacement	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	runtime_route_governance_pipeline
capability_shadow_trial_decision_record	agent_operation	capability_binding	domains::capability::operations::capability_binding + domains::capability_binding	governance	kernel_evolution_only	search_visible	agent_governs_future_capability_replacement	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	shadow_trial_governance_pipeline
capability_shadow_trial_evidence_inspect	agent_operation	capability_binding	domains::capability::operations::capability_binding + domains::capability_binding	governance	kernel_evolution_only	search_visible	agent_governs_future_capability_replacement	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	shadow_trial_governance_pipeline
capability_shadow_trial_request_record	agent_operation	capability_binding	domains::capability::operations::capability_binding + domains::capability_binding	governance	kernel_evolution_only	search_visible	agent_governs_future_capability_replacement	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	shadow_trial_governance_pipeline
capability_shadow_trial_run_record	agent_operation	capability_binding	domains::capability::operations::capability_binding + domains::capability_binding	governance	kernel_evolution_only	search_visible	agent_governs_future_capability_replacement	execute_contract	execute_contract	server_owned_governance_policy_and_exact_selectors	durable_governance_records_and_audit_refs_required	keep_governance	source_candidate_validation_adversarial_review_user_approved_integration	preserve_as_replacement_trust_pipeline	shadow_trial_governance_pipeline
catalog_conformance	agent_operation	catalog_discovery	domains::capability::operations::catalog	agent_diagnostics	kernel_evolution_only	search_visible	agent_inspects_capability_catalog	execute_contract	execute_contract	engine_owned_kernel_authority	engine_trace_replay_catalog_or_source_review_evidence_required	keep_core	source_candidate_validation_adversarial_review_user_approved_integration	source_level_evolution_only	capability_catalog_trust_substrate_stays_engine_owned
catalog_inspect	agent_operation	catalog_discovery	domains::capability::operations::catalog	agent_diagnostics	kernel_evolution_only	search_visible	agent_inspects_capability_catalog	execute_contract	execute_contract	engine_owned_kernel_authority	engine_trace_replay_catalog_or_source_review_evidence_required	keep_core	source_candidate_validation_adversarial_review_user_approved_integration	source_level_evolution_only	capability_catalog_trust_substrate_stays_engine_owned
catalog_search	agent_operation	catalog_discovery	domains::capability::operations::catalog	agent_diagnostics	kernel_evolution_only	search_visible	agent_inspects_capability_catalog	execute_contract	execute_contract	engine_owned_kernel_authority	engine_trace_replay_catalog_or_source_review_evidence_required	keep_core	source_candidate_validation_adversarial_review_user_approved_integration	source_level_evolution_only	capability_catalog_trust_substrate_stays_engine_owned
context_control_action_inspect	agent_operation	context_control	domains::capability::operations::context_control + domains::context_control	session_work	producer_extensible	default_visible	agent_and_user_manage_provider_context_boundaries	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_consume_context_audit_refs_but_must_not_bypass_epoch_or_action_records
context_control_action_list	agent_operation	context_control	domains::capability::operations::context_control + domains::context_control	session_work	producer_extensible	default_visible	agent_and_user_manage_provider_context_boundaries	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_consume_context_audit_refs_but_must_not_bypass_epoch_or_action_records
context_control_clear	agent_operation	context_control	domains::capability::operations::context_control + domains::context_control	session_work	producer_extensible	default_visible	agent_and_user_manage_provider_context_boundaries	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_consume_context_audit_refs_but_must_not_bypass_epoch_or_action_records
context_control_compact	agent_operation	context_control	domains::capability::operations::context_control + domains::context_control	session_work	producer_extensible	default_visible	agent_and_user_manage_provider_context_boundaries	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	compaction_strategy_requires_summarizer_seam_provider_safe_summary_context_audit_records_replay_idempotency_and_rollback_disable_refs
context_control_status	agent_operation	context_control	domains::capability::operations::context_control + domains::context_control	session_work	producer_extensible	default_visible	agent_and_user_manage_provider_context_boundaries	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	read_only_ephemeral_current_context_status_without_recording_snapshot_or_action
context_control_snapshot	agent_operation	context_control	domains::capability::operations::context_control + domains::context_control	session_work	producer_extensible	default_visible	agent_and_user_manage_provider_context_boundaries	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_consume_context_audit_refs_but_must_not_bypass_epoch_or_action_records
context_exclusion_disable	agent_operation	context_control	domains::capability::operations::context_control + domains::context_control	session_work	producer_extensible	default_visible	agent_and_user_manage_provider_context_boundaries	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_consume_exclusion_policy_refs_but_must_not_bypass_server_owned_context_policy_records
context_exclusion_list	agent_operation	context_control	domains::capability::operations::context_control + domains::context_control	session_work	producer_extensible	default_visible	agent_and_user_manage_provider_context_boundaries	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_consume_exclusion_policy_refs_but_must_not_bypass_server_owned_context_policy_records
context_exclusion_record	agent_operation	context_control	domains::capability::operations::context_control + domains::context_control	session_work	producer_extensible	default_visible	agent_and_user_manage_provider_context_boundaries	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_consume_exclusion_policy_refs_but_must_not_bypass_server_owned_context_policy_records
context_policy_snapshot	agent_operation	context_control	domains::capability::operations::context_control + domains::context_control	session_work	producer_extensible	default_visible	agent_and_user_manage_provider_context_boundaries	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	replacement_summarizers_must_consume_policy_snapshot_refs_and_preserve_server_owned_context_policy_custody
context_survivor_disable	agent_operation	context_control	domains::capability::operations::context_control + domains::context_control	session_work	producer_extensible	default_visible	agent_and_user_manage_provider_context_boundaries	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_consume_survivor_policy_refs_but_must_not_bypass_server_owned_context_policy_records
context_survivor_list	agent_operation	context_control	domains::capability::operations::context_control + domains::context_control	session_work	producer_extensible	default_visible	agent_and_user_manage_provider_context_boundaries	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_consume_survivor_policy_refs_but_must_not_bypass_server_owned_context_policy_records
context_survivor_record	agent_operation	context_control	domains::capability::operations::context_control + domains::context_control	session_work	producer_extensible	default_visible	agent_and_user_manage_provider_context_boundaries	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_consume_survivor_policy_refs_but_must_not_bypass_server_owned_context_policy_records
device_inspect	agent_operation	device	domains::capability::operations::device + domains::device	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_inspect_redacted_device_evidence_but_not_bypass_token_custody
device_list	agent_operation	device	domains::capability::operations::device + domains::device	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_inspect_redacted_device_evidence_but_not_bypass_token_custody
filesystem_apply_patch	agent_operation	filesystem	domains::capability::operations::filesystem + domains::filesystem	session_work	runtime_routable	default_visible	agent_reads_and_updates_scoped_filesystem_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_filesystem_adapter_requires_exact_root_authority_preview_commit_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
filesystem_diff	agent_operation	filesystem	domains::capability::operations::filesystem + domains::filesystem	session_work	runtime_routable	default_visible	agent_reads_and_updates_scoped_filesystem_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_filesystem_adapter_requires_exact_root_authority_preview_commit_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
filesystem_edit	agent_operation	filesystem	domains::capability::operations::filesystem + domains::filesystem	session_work	runtime_routable	default_visible	agent_reads_and_updates_scoped_filesystem_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_filesystem_adapter_requires_exact_root_authority_preview_commit_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
filesystem_find	agent_operation	filesystem	domains::capability::operations::filesystem + domains::filesystem	session_work	runtime_routable	default_visible	agent_reads_and_updates_scoped_filesystem_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_filesystem_adapter_requires_exact_root_authority_preview_commit_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
filesystem_glob	agent_operation	filesystem	domains::capability::operations::filesystem + domains::filesystem	session_work	runtime_routable	default_visible	agent_reads_and_updates_scoped_filesystem_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_filesystem_adapter_requires_exact_root_authority_preview_commit_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
filesystem_list	agent_operation	filesystem	domains::capability::operations::filesystem + domains::filesystem	session_work	runtime_routable	default_visible	agent_reads_and_updates_scoped_filesystem_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_filesystem_adapter_requires_exact_root_authority_preview_commit_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
filesystem_read	agent_operation	filesystem	domains::capability::operations::filesystem + domains::filesystem	session_work	runtime_routable	default_visible	agent_reads_and_updates_scoped_filesystem_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_filesystem_adapter_requires_exact_root_authority_preview_commit_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
filesystem_search_text	agent_operation	filesystem	domains::capability::operations::filesystem + domains::filesystem	session_work	runtime_routable	default_visible	agent_reads_and_updates_scoped_filesystem_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_filesystem_adapter_requires_exact_root_authority_preview_commit_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
filesystem_write	agent_operation	filesystem	domains::capability::operations::filesystem + domains::filesystem	session_work	runtime_routable	default_visible	agent_reads_and_updates_scoped_filesystem_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_filesystem_adapter_requires_exact_root_authority_preview_commit_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
git_branch_inventory	agent_operation	git	domains::capability::operations::git + domains::git	session_work	runtime_routable	default_visible	agent_inspects_and_mutates_scoped_git_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_git_adapter_requires_exact_repo_authority_head_index_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
git_branch_start	agent_operation	git	domains::capability::operations::git + domains::git	session_work	runtime_routable	default_visible	agent_inspects_and_mutates_scoped_git_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_git_adapter_requires_exact_repo_authority_head_index_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
git_commit	agent_operation	git	domains::capability::operations::git + domains::git	session_work	runtime_routable	default_visible	agent_inspects_and_mutates_scoped_git_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_git_adapter_requires_exact_repo_authority_head_index_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
git_diff	agent_operation	git	domains::capability::operations::git + domains::git	session_work	runtime_routable	default_visible	agent_inspects_and_mutates_scoped_git_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_git_adapter_requires_exact_repo_authority_head_index_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
git_stage	agent_operation	git	domains::capability::operations::git + domains::git	session_work	runtime_routable	default_visible	agent_inspects_and_mutates_scoped_git_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_git_adapter_requires_exact_repo_authority_head_index_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
git_status	agent_operation	git	domains::capability::operations::git + domains::git	session_work	runtime_routable	default_visible	agent_inspects_and_mutates_scoped_git_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_git_adapter_requires_exact_repo_authority_head_index_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
git_unstage	agent_operation	git	domains::capability::operations::git + domains::git	session_work	runtime_routable	default_visible	agent_inspects_and_mutates_scoped_git_state	execute_contract	execute_contract	exact_operation_selectors_plus_route_authority	shadow_activation_route_event_and_rollback_evidence_required	module_candidate	candidate_validation_shadow_approval_activation_route_event_rollback	prove_next_runtime_route_before_expanding_targets	future_git_adapter_requires_exact_repo_authority_head_index_evidence_provider_safe_refs_replay_idempotency_and_rollback_disable_refs
goal_cancel	agent_operation	goals_questions	domains::capability::operations::goals	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_workflows_but_must_not_bypass_durable_record_custody
goal_create	agent_operation	goals_questions	domains::capability::operations::goals	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_workflows_but_must_not_bypass_durable_record_custody
goal_inspect	agent_operation	goals_questions	domains::capability::operations::goals	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_workflows_but_must_not_bypass_durable_record_custody
goal_list	agent_operation	goals_questions	domains::capability::operations::goals	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_extend_workflows_but_must_not_bypass_durable_record_custody
import_history_inspect	agent_operation	import_history	domains::capability::operations::import_history + domains::import	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_add_import_producers_but_not_bypass_import_history_records
import_history_list	agent_operation	import_history	domains::capability::operations::import_history + domains::import	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_add_import_producers_but_not_bypass_import_history_records
import_history_record	agent_operation	import_history	domains::capability::operations::import_history + domains::import	session_work	producer_extensible	default_visible	agent_invokes_named_capability_operation	execute_contract	execute_contract	server_owned_resource_custody_and_exact_selectors	durable_resource_trace_and_provider_safe_projection_required	keep_core	module_producer_may_extend_records_without_bypassing_custody	keep_producer_extensions_inside_resource_custody	modules_may_add_import_producers_but_not_bypass_import_history_records
