current_path	target_path	owner	phase	classification	status	reason
packages/ios-app/Sources/Engine/Events/Plugins/CapabilityInvocation/CapabilityLifecyclePlugins.swift	packages/ios-app/Sources/Engine/Events/Plugins/CapabilityInvocation/CapabilityLifecyclePlugins.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Display/DisplayFramePlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Display/DisplayFramePlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/EventPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/EventPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/EventRegistry.swift	packages/ios-app/Sources/Engine/Events/Plugins/EventRegistry.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/AgentReadyPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/AgentReadyPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/CompactionPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/CompactionPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/CompactionStartedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/CompactionStartedPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/CompletePlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/CompletePlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/ContextClearedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/ContextClearedPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/ErrorPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/ErrorPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/MessageDeletedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/MessageDeletedPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/TurnFailedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Lifecycle/TurnFailedPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/ParsedEventV2.swift	packages/ios-app/Sources/Engine/Events/Plugins/ParsedEventV2.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Server/AuthUpdatedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Server/AuthUpdatedPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Server/ServerRestartingPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Server/ServerRestartingPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Session/ConnectedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Session/ConnectedPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Session/SessionArchivedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Session/SessionArchivedPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Session/SessionCreatedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Session/SessionCreatedPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Session/SessionDeletedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Session/SessionDeletedPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Session/SessionProcessingChangedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Session/SessionProcessingChangedPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Session/SessionUnarchivedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Session/SessionUnarchivedPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Session/SessionUpdatedPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Session/SessionUpdatedPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Streaming/TextDeltaPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Streaming/TextDeltaPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Streaming/ThinkingDeltaPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Streaming/ThinkingDeltaPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Streaming/TurnEndPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Streaming/TurnEndPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Plugins/Streaming/TurnStartPlugin.swift	packages/ios-app/Sources/Engine/Events/Plugins/Streaming/TurnStartPlugin.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Reconstruction/CapabilityArgumentExtractor.swift	packages/ios-app/Sources/Engine/Events/Reconstruction/CapabilityArgumentExtractor.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Reconstruction/ChatMessageProjection/CapabilityInvocationEventProjection.swift	packages/ios-app/Sources/Engine/Events/Reconstruction/ChatMessageProjection/CapabilityInvocationEventProjection.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Reconstruction/ChatMessageProjection/ConfigEventProjection.swift	packages/ios-app/Sources/Engine/Events/Reconstruction/ChatMessageProjection/ConfigEventProjection.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Reconstruction/ChatMessageProjection/ErrorEventProjection.swift	packages/ios-app/Sources/Engine/Events/Reconstruction/ChatMessageProjection/ErrorEventProjection.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Reconstruction/ChatMessageProjection/MessageEventProjection.swift	packages/ios-app/Sources/Engine/Events/Reconstruction/ChatMessageProjection/MessageEventProjection.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Reconstruction/ChatMessageProjection/SystemEventProjection.swift	packages/ios-app/Sources/Engine/Events/Reconstruction/ChatMessageProjection/SystemEventProjection.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Reconstruction/EventSorter.swift	packages/ios-app/Sources/Engine/Events/Reconstruction/EventSorter.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Reconstruction/EventTransformable.swift	packages/ios-app/Sources/Engine/Events/Reconstruction/EventTransformable.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Reconstruction/InterleavedContentProcessor.swift	packages/ios-app/Sources/Engine/Events/Reconstruction/InterleavedContentProcessor.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Events/Reconstruction/Reconstruction/ReconstructedState.swift	packages/ios-app/Sources/Engine/Events/Reconstruction/Reconstruction/ReconstructedState.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Models/ModelFilteringService.swift	packages/ios-app/Sources/Engine/Models/ModelFilteringService.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Repositories/DraftRepository.swift	packages/ios-app/Sources/Engine/Persistence/Repositories/DraftRepository.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Repositories/EventRepository.swift	packages/ios-app/Sources/Engine/Persistence/Repositories/EventRepository.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Repositories/Protocols/DatabaseTransport.swift	packages/ios-app/Sources/Engine/Persistence/Repositories/Protocols/DatabaseTransport.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Repositories/Protocols/EventDatabaseProtocol.swift	packages/ios-app/Sources/Engine/Persistence/Repositories/Protocols/EventDatabaseProtocol.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Repositories/SessionRepository.swift	packages/ios-app/Sources/Engine/Persistence/Repositories/SessionRepository.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Repositories/SyncRepository.swift	packages/ios-app/Sources/Engine/Persistence/Repositories/SyncRepository.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Repositories/ThinkingRepository.swift	packages/ios-app/Sources/Engine/Persistence/Repositories/ThinkingRepository.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/SQLite/CachedSession.swift	packages/ios-app/Sources/Engine/Persistence/SQLite/CachedSession.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/SQLite/DatabaseActor.swift	packages/ios-app/Sources/Engine/Persistence/SQLite/DatabaseActor.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/SQLite/EventDatabase.swift	packages/ios-app/Sources/Engine/Persistence/SQLite/EventDatabase.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/SQLite/EventTypes.swift	packages/ios-app/Sources/Engine/Persistence/SQLite/EventTypes.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/SQLite/SQLiteHelpers.swift	packages/ios-app/Sources/Engine/Persistence/SQLite/SQLiteHelpers.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/SQLite/Schema/DatabaseSchema.swift	packages/ios-app/Sources/Engine/Persistence/SQLite/Schema/DatabaseSchema.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/SQLite/SessionEvent+ExpandedContent.swift	packages/ios-app/Sources/Engine/Persistence/SQLite/SessionEvent+ExpandedContent.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/SQLite/SessionEvent+Summary.swift	packages/ios-app/Sources/Engine/Persistence/SQLite/SessionEvent+Summary.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Sync/EngineStreamCursorStore.swift	packages/ios-app/Sources/Engine/Persistence/Sync/EngineStreamCursorStore.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Sync/EventStoreManager+Operations.swift	packages/ios-app/Sources/Engine/Persistence/Sync/EventStoreManager+Operations.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Sync/EventStoreManager+RefreshCoordination.swift	packages/ios-app/Sources/Engine/Persistence/Sync/EventStoreManager+RefreshCoordination.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Sync/EventStoreManager+SessionActivity.swift	packages/ios-app/Sources/Engine/Persistence/Sync/EventStoreManager+SessionActivity.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Sync/EventStoreManager+Sync.swift	packages/ios-app/Sources/Engine/Persistence/Sync/EventStoreManager+Sync.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Sync/EventStoreManager.swift	packages/ios-app/Sources/Engine/Persistence/Sync/EventStoreManager.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Sync/SessionRefreshService.swift	packages/ios-app/Sources/Engine/Persistence/Sync/SessionRefreshService.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Persistence/Sync/SessionSynchronizer.swift	packages/ios-app/Sources/Engine/Persistence/Sync/SessionSynchronizer.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/Agent/EngineProtocolTypes+Agent.swift	packages/ios-app/Sources/Engine/Protocol/Agent/EngineProtocolTypes+Agent.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/Auth/EngineProtocolTypes+Auth.swift	packages/ios-app/Sources/Engine/Protocol/Auth/EngineProtocolTypes+Auth.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/Capability/CapabilitySchemaForm.swift	packages/ios-app/Sources/Engine/Protocol/Capability/CapabilitySchemaForm.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/Capability/EngineProtocolTypes+Capability.swift	packages/ios-app/Sources/Engine/Protocol/Capability/EngineProtocolTypes+Capability.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/Catalog/EngineProtocolTypes+Catalog.swift	packages/ios-app/Sources/Engine/Protocol/Catalog/EngineProtocolTypes+Catalog.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/Core/AnyCodable.swift	packages/ios-app/Sources/Engine/Protocol/Core/AnyCodable.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/Core/EngineProtocolTypes.swift	packages/ios-app/Sources/Engine/Protocol/Core/EngineProtocolTypes.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/Core/ProtocolConstants.swift	packages/ios-app/Sources/Engine/Protocol/Core/ProtocolConstants.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/Events/EngineProtocolTypes+Events.swift	packages/ios-app/Sources/Engine/Protocol/Events/EngineProtocolTypes+Events.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/GeneratedUI/EngineProtocolTypes+GeneratedUI.swift	packages/ios-app/Sources/Engine/Protocol/GeneratedUI/EngineProtocolTypes+GeneratedUI.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/Interaction/EngineProtocolTypes+Interaction.swift	packages/ios-app/Sources/Engine/Protocol/Interaction/EngineProtocolTypes+Interaction.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/Model/EngineProtocolTypes+Model.swift	packages/ios-app/Sources/Engine/Protocol/Model/EngineProtocolTypes+Model.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/Reconstruct/EngineProtocolTypes+Reconstruct.swift	packages/ios-app/Sources/Engine/Protocol/Reconstruct/EngineProtocolTypes+Reconstruct.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/Session/EngineProtocolTypes+Session.swift	packages/ios-app/Sources/Engine/Protocol/Session/EngineProtocolTypes+Session.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/Settings/EngineProtocolTypes+Settings.swift	packages/ios-app/Sources/Engine/Protocol/Settings/EngineProtocolTypes+Settings.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Protocol/System/EngineProtocolTypes+System.swift	packages/ios-app/Sources/Engine/Protocol/System/EngineProtocolTypes+System.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Transport/Clients/AgentClient.swift	packages/ios-app/Sources/Engine/Transport/Clients/AgentClient.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Transport/Clients/AgentClientProtocol.swift	packages/ios-app/Sources/Engine/Transport/Clients/AgentClientProtocol.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Transport/Clients/AuthClient.swift	packages/ios-app/Sources/Engine/Transport/Clients/AuthClient.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Transport/Clients/BlobClient.swift	packages/ios-app/Sources/Engine/Transport/Clients/BlobClient.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Transport/Clients/EngineDomainClient.swift	packages/ios-app/Sources/Engine/Transport/Clients/EngineDomainClient.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Transport/Clients/EventSyncClient.swift	packages/ios-app/Sources/Engine/Transport/Clients/EventSyncClient.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Transport/Clients/InteractionPolicy.swift	packages/ios-app/Sources/Engine/Transport/Clients/InteractionPolicy.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Transport/Clients/InteractionPolicyEnvironment.swift	packages/ios-app/Sources/Engine/Transport/Clients/InteractionPolicyEnvironment.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
packages/ios-app/Sources/Engine/Transport/Clients/LogsClient.swift	packages/ios-app/Sources/Engine/Transport/Clients/LogsClient.swift	ios engine owner	HRA-9	retain_in_place	passed_after_fix	AHA-9 refreshed this current Swift ownership row after provenance cleanup.
